motor,pwm,pos,duration,n_points,first,last,sum,actual_n_points,actual_first,actual_last,actual_sum,n_points_match,first_abs_error,last_abs_error,sum_abs_error,max_abs_error,regression_pass,monotonic
3,96,2025.66666666667,3,21,3494.5,4944.5,97880,21,3494.5,4944.5,97880,1,0,0,0,0,1,1
3,96,3038.5,0.2,1,3705.75,3705.75,3705.75,1,3705.75,3705.75,3705.75,1,0,0,0,0,1,1
3,96,3038.5,3,21,3615.25,4944.5,98415.75,21,3615.25,4944.5,98415.75,1,0,0,0,0,1,1
3,96,4051.33333333333,0.2,1,4553.5,4553.5,4553.5,1,4553.5,4553.5,4553.5,1,0,0,0,0,1,1
3,96,4051.33333333333,3,21,4467.25,4944.5,103177.75,21,4467.25,4944.5,103177.75,1,0,0,0,0,1,1
3,96,5064.16666666667,0.2,1,5064.16666666667,5064.16666666667,5064.16666666667,1,5064.16666666667,5064.16666666667,5064.16666666667,1,0,0,0,0,1,1
3,96,5064.16666666667,3,21,5064.16666666667,5064.16666666667,106347.5,21,5064.16666666667,5064.16666666667,106347.5,1,0,0,0,0,1,1
3,96,6077,0.2,1,6077,6077,6077,1,6077,6077,6077,1,0,0,0,0,1,1
3,96,6077,3,21,6077,6077,127617,21,6077,6077,127617,1,0,0,0,0,1,1
3,-96,-308,0.2,1,-308,-308,-308,1,-308,-308,-308,1,0,0,0,0,1,1
3,-96,-308,3,21,-308,-308,-6468,21,-308,-308,-6468,1,0,0,0,0,1,1
3,-96,784.833333333333,0.2,1,-266,-266,-266,1,-266,-266,-266,1,0,0,0,0,1,1
3,-96,784.833333333333,3,21,-266,-266,-5586,21,-266,-266,-5586,1,0,0,0,0,1,1
3,-96,1877.66666666667,0.2,1,-266,-266,-266,1,-266,-266,-266,1,0,0,0,0,1,1
3,-96,1877.66666666667,3,21,-266,-266,-5586,21,-266,-266,-5586,1,0,0,0,0,1,1
3,-96,2970.5,0.2,1,-266,-266,-266,1,-266,-266,-266,1,0,0,0,0,1,1
3,-96,2970.5,3,21,-266,-266,-5586,21,-266,-266,-5586,1,0,0,0,0,1,1
3,-96,4063.33333333333,0.2,1,-266,-266,-266,1,-266,-266,-266,1,0,0,0,0,1,1
3,-96,4063.33333333333,3,21,-250.5,-266,-5570.5,21,-250.5,-266,-5570.5,1,0,0,0,0,1,1
3,-96,5156.16666666667,0.2,1,-266,-266,-266,1,-266,-266,-266,1,0,0,0,0,1,1
3,-96,5156.16666666667,3,21,402.75,-266,-4917.25,21,402.75,-266,-4917.25,1,0,0,0,0,1,1
3,-96,6249,0.2,1,-238.25,-238.25,-238.25,1,-238.25,-238.25,-238.25,1,0,0,0,0,1,1
3,-96,6249,3,21,1286.5,-266,-4033.5,21,1286.5,-266,-4033.5,1,0,0,0,0,1,1
3,128,0,0.2,1,6414.83333333333,6414.83333333333,6414.83333333333,1,6414.83333333333,6414.83333333333,6414.83333333333,1,0,0,0,0,1,1
3,128,0,3,21,4805.16666666667,7347.83333333333,151633.333333333,21,4805.16666666667,7347.83333333333,151633.333333333,1,0,0,2.91038304567337e-11,2.91038304567337e-11,1,1
3,128,1306.33333333333,0.2,1,7062.5,7062.5,7062.5,1,7062.5,7062.5,7062.5,1,0,0,0,0,1,1
3,128,1306.33333333333,3,21,6056.83333333333,7347.83333333333,152949.333333333,21,6056.83333333333,7347.83333333333,152949.333333333,1,0,0,2.91038304567337e-11,2.91038304567337e-11,1,1
3,128,2612.66666666667,0.2,1,7220,7220,7220,1,7220,7220,7220,1,0,0,0,0,1,1
3,128,2612.66666666667,3,21,6850.33333333333,7347.83333333333,153774,21,6850.33333333333,7347.83333333333,153774,1,0,0,2.91038304567337e-11,2.91038304567337e-11,1,1
3,128,3919,0.2,1,7274.33333333333,7274.33333333333,7274.33333333333,1,7274.33333333333,7274.33333333333,7274.33333333333,1,0,0,0,0,1,1
3,128,3919,3,21,7158,7347.83333333333,154093.666666667,21,7158,7347.83333333333,154093.666666667,1,0,0,2.91038304567337e-11,2.91038304567337e-11,1,1
3,128,5225.33333333333,0.2,1,7320.83333333333,7320.83333333333,7320.83333333333,1,7320.83333333333,7320.83333333333,7320.83333333333,1,0,0,0,0,1,1
3,128,5225.33333333333,3,21,7253.83333333333,7347.83333333333,154197.166666667,21,7253.83333333333,7347.83333333333,154197.166666667,1,0,0,2.91038304567337e-11,2.91038304567337e-11,1,1
3,128,6531.66666666667,0.2,1,7328.16666666667,7328.16666666667,7328.16666666667,1,7328.16666666667,7328.16666666667,7328.16666666667,1,0,0,0,0,1,1
3,128,6531.66666666667,3,21,7319.5,7347.83333333333,154264.166666667,21,7319.5,7347.83333333333,154264.166666667,1,0,0,2.91038304567337e-11,2.91038304567337e-11,1,1
3,128,7838,0.2,1,7838,7838,7838,1,7838,7838,7838,1,0,0,0,0,1,1
3,128,7838,3,21,7838,7838,164598,21,7838,7838,164598,1,0,0,0,0,1,1
3,-128,-532,0.2,1,-532,-532,-532,1,-532,-532,-532,1,0,0,0,0,1,1
3,-128,-532,3,21,-532,-532,-11172,21,-532,-532,-11172,1,0,0,0,0,1,1
3,-128,863,0.2,1,-453.5,-453.5,-453.5,1,-453.5,-453.5,-453.5,1,0,0,0,0,1,1
3,-128,863,3,21,-453.5,-453.5,-9523.5,21,-453.5,-453.5,-9523.5,1,0,0,0,0,1,1
3,-128,2258,0.2,1,-453.5,-453.5,-453.5,1,-453.5,-453.5,-453.5,1,0,0,0,0,1,1
3,-128,2258,3,21,-453.5,-453.5,-9523.5,21,-453.5,-453.5,-9523.5,1,0,0,0,0,1,1
3,-128,3653,0.2,1,-453.5,-453.5,-453.5,1,-453.5,-453.5,-453.5,1,0,0,0,0,1,1
3,-128,3653,3,21,-453.5,-453.5,-9523.5,21,-453.5,-453.5,-9523.5,1,0,0,0,0,1,1
3,-128,5048,0.2,1,-453.5,-453.5,-453.5,1,-453.5,-453.5,-453.5,1,0,0,0,0,1,1
3,-128,5048,3,21,-259.5,-453.5,-9329.5,21,-259.5,-453.5,-9329.5,1,0,0,0,0,1,1
3,-128,6443,0.2,1,-450.5,-450.5,-450.5,1,-450.5,-450.5,-450.5,1,0,0,0,0,1,1
3,-128,6443,3,21,688.333333333333,-453.5,-8381.66666666667,21,688.333333333333,-453.5,-8381.66666666667,1,0,0,0,0,1,1
3,-128,7838,0.2,1,-73.5,-73.5,-73.5,1,-73.5,-73.5,-73.5,1,0,0,0,0,1,1
3,-128,7838,3,21,1810.33333333333,-453.5,-7259.66666666667,21,1810.33333333333,-453.5,-7259.66666666667,1,0,0,0,0,1,1
3,160,0,0.2,1,7464.4,7464.4,7464.4,1,7464.4,7464.4,7464.4,1,0,0,0,0,1,1
3,160,0,3,21,5759.4,7661.2,158932.2,21,5759.4,7661.2,158932.2,1,0,0,2.91038304567337e-11,2.91038304567337e-11,1,1
3,160,1317.16666666667,0.2,1,7556.2,7556.2,7556.2,1,7556.2,7556.2,7556.2,1,0,0,0,0,1,1
3,160,1317.16666666667,3,21,7209.2,7661.2,160390,21,7209.2,7661.2,160390,1,0,0,2.91038304567337e-11,2.91038304567337e-11,1,1
3,160,2634.33333333333,0.2,1,7603.8,7603.8,7603.8,1,7603.8,7603.8,7603.8,1,0,0,0,0,1,1
3,160,2634.33333333333,3,21,7494.2,7661.2,160687.8,21,7494.2,7661.2,160687.8,1,0,0,0,0,1,1
3,160,3951.5,0.2,1,7618,7618,7618,1,7618,7618,7618,1,0,0,0,0,1,1
3,160,3951.5,3,21,7563.8,7661.2,160769.4,21,7563.8,7661.2,160769.4,1,0,0,2.91038304567337e-11,2.91038304567337e-11,1,1
3,160,5268.66666666667,0.2,1,7618.2,7618.2,7618.2,1,7618.2,7618.2,7618.2,1,0,0,0,0,1,1
3,160,5268.66666666667,3,21,7609.4,7661.2,160818.6,21,7609.4,7661.2,160818.6,1,0,0,2.91038304567337e-11,2.91038304567337e-11,1,1
3,160,6585.83333333333,0.2,1,7638.8,7638.8,7638.8,1,7638.8,7638.8,7638.8,1,0,0,0,0,1,1
3,160,6585.83333333333,3,21,7618,7661.2,160841.4,21,7618,7661.2,160841.4,1,0,0,2.91038304567337e-11,2.91038304567337e-11,1,1
3,160,7903,0.2,1,7903,7903,7903,1,7903,7903,7903,1,0,0,0,0,1,1
3,160,7903,3,21,7903,7903,165963,21,7903,7903,165963,1,0,0,0,0,1,1
3,-160,-539,0.2,1,-539,-539,-539,1,-539,-539,-539,1,0,0,0,0,1,1
3,-160,-539,3,21,-539,-539,-11319,21,-539,-539,-11319,1,0,0,0,0,1,1
3,-160,868,0.2,1,-461,-461,-461,1,-461,-461,-461,1,0,0,0,0,1,1
3,-160,868,3,21,-461,-461,-9681,21,-461,-461,-9681,1,0,0,0,0,1,1
3,-160,2275,0.2,1,-461,-461,-461,1,-461,-461,-461,1,0,0,0,0,1,1
3,-160,2275,3,21,-461,-461,-9681,21,-461,-461,-9681,1,0,0,0,0,1,1
3,-160,3682,0.2,1,-461,-461,-461,1,-461,-461,-461,1,0,0,0,0,1,1
3,-160,3682,3,21,-461,-461,-9681,21,-461,-461,-9681,1,0,0,0,0,1,1
3,-160,5089,0.2,1,-461,-461,-461,1,-461,-461,-461,1,0,0,0,0,1,1
3,-160,5089,3,21,-461,-461,-9681,21,-461,-461,-9681,1,0,0,0,0,1,1
3,-160,6496,0.2,1,-461,-461,-461,1,-461,-461,-461,1,0,0,0,0,1,1
3,-160,6496,3,21,-34,-461,-9254,21,-34,-461,-9254,1,0,0,0,0,1,1
3,-160,7903,0.2,1,-453.2,-453.2,-453.2,1,-453.2,-453.2,-453.2,1,0,0,0,0,1,1
3,-160,7903,3,21,1369,-461,-7851,21,1369,-461,-7851,1,0,0,0,0,1,1
3,192,0,0.2,1,7510,7510,7510,1,7510,7510,7510,1,0,0,0,0,1,1
3,192,0,3,21,6005.66666666667,7647,158945.666666667,21,6005.66666666667,7647,158945.666666667,1,0,0,0,0,1,1
3,192,1318.66666666667,0.2,1,7647,7647,7647,1,7647,7647,7647,1,0,0,0,0,1,1
3,192,1318.66666666667,3,21,7171.66666666667,7647,160111.666666667,21,7171.66666666667,7647,160111.666666667,1,0,0,0,0,1,1
3,192,2637.33333333333,0.2,1,7647,7647,7647,1,7647,7647,7647,1,0,0,0,0,1,1
3,192,2637.33333333333,3,21,7551.66666666667,7647,160491.666666667,21,7551.66666666667,7647,160491.666666667,1,0,0,0,0,1,1
3,192,3956,0.2,1,7647,7647,7647,1,7647,7647,7647,1,0,0,0,0,1,1
3,192,3956,3,21,7647,7647,160587,21,7647,7647,160587,1,0,0,0,0,1,1
3,192,5274.66666666667,0.2,1,7647,7647,7647,1,7647,7647,7647,1,0,0,0,0,1,1
3,192,5274.66666666667,3,21,7647,7647,160587,21,7647,7647,160587,1,0,0,0,0,1,1
3,192,6593.33333333333,0.2,1,7647,7647,7647,1,7647,7647,7647,1,0,0,0,0,1,1
3,192,6593.33333333333,3,21,7647,7647,160587,21,7647,7647,160587,1,0,0,0,0,1,1
3,192,7912,0.2,1,7912,7912,7912,1,7912,7912,7912,1,0,0,0,0,1,1
3,192,7912,3,21,7912,7912,166152,21,7912,7912,166152,1,0,0,0,0,1,1
3,-192,-562,0.2,1,-562,-562,-562,1,-562,-562,-562,1,0,0,0,0,1,1
3,-192,-562,3,21,-562,-562,-11802,21,-562,-562,-11802,1,0,0,0,0,1,1
3,-192,850.333333333333,0.2,1,-442.25,-442.25,-442.25,1,-442.25,-442.25,-442.25,1,0,0,0,0,1,1
3,-192,850.333333333333,3,21,-442.25,-442.25,-9287.25,21,-442.25,-442.25,-9287.25,1,0,0,0,0,1,1
3,-192,2262.66666666667,0.2,1,-442.25,-442.25,-442.25,1,-442.25,-442.25,-442.25,1,0,0,0,0,1,1
3,-192,2262.66666666667,3,21,-442.25,-442.25,-9287.25,21,-442.25,-442.25,-9287.25,1,0,0,0,0,1,1
3,-192,3675,0.2,1,-442.25,-442.25,-442.25,1,-442.25,-442.25,-442.25,1,0,0,0,0,1,1
3,-192,3675,3,21,-442.25,-442.25,-9287.25,21,-442.25,-442.25,-9287.25,1,0,0,0,0,1,1
3,-192,5087.33333333333,0.2,1,-442.25,-442.25,-442.25,1,-442.25,-442.25,-442.25,1,0,0,0,0,1,1
3,-192,5087.33333333333,3,21,-442.25,-442.25,-9287.25,21,-442.25,-442.25,-9287.25,1,0,0,0,0,1,1
3,-192,6499.66666666667,0.2,1,-442.25,-442.25,-442.25,1,-442.25,-442.25,-442.25,1,0,0,0,0,1,1
3,-192,6499.66666666667,3,21,-341,-442.25,-9186,21,-341,-442.25,-9186,1,0,0,0,0,1,1
3,-192,7912,0.2,1,-442.25,-442.25,-442.25,1,-442.25,-442.25,-442.25,1,0,0,0,0,1,1
3,-192,7912,3,21,382.75,-442.25,-8462.25,21,382.75,-442.25,-8462.25,1,0,0,0,0,1,1
3,224,0,0.2,1,7523.66666666667,7523.66666666667,7523.66666666667,1,7523.66666666667,7523.66666666667,7523.66666666667,1,0,0,0,0,1,1
3,224,0,3,21,6136.5,7513.66666666667,156409.833333333,21,6136.5,7513.66666666667,156409.833333333,1,0,0,2.91038304567337e-11,2.91038304567337e-11,1,1
3,224,1291.33333333333,0.2,1,7540.83333333333,7540.83333333333,7540.83333333333,1,7540.83333333333,7540.83333333333,7540.83333333333,1,0,0,0,0,1,1
3,224,1291.33333333333,3,21,7169.66666666667,7513.66666666667,157443,21,7169.66666666667,7513.66666666667,157443,1,0,0,2.91038304567337e-11,2.91038304567337e-11,1,1
3,224,2582.66666666667,0.2,1,7513.83333333333,7513.83333333333,7513.83333333333,1,7513.83333333333,7513.83333333333,7513.83333333333,1,0,0,0,0,1,1
3,224,2582.66666666667,3,21,7523.66666666667,7513.66666666667,157797,21,7523.66666666667,7513.66666666667,157797,1,0,0,2.91038304567337e-11,2.91038304567337e-11,1,0
3,224,3874,0.2,1,7513.66666666667,7513.66666666667,7513.66666666667,1,7513.66666666667,7513.66666666667,7513.66666666667,1,0,0,0,0,1,1
3,224,3874,3,21,7547.83333333333,7513.66666666667,157821.166666667,21,7547.83333333333,7513.66666666667,157821.166666667,1,0,0,0,0,1,0
3,224,5165.33333333333,0.2,1,7513.66666666667,7513.66666666667,7513.66666666667,1,7513.66666666667,7513.66666666667,7513.66666666667,1,0,0,0,0,1,1
3,224,5165.33333333333,3,21,7513.66666666667,7513.66666666667,157787,21,7513.66666666667,7513.66666666667,157787,1,0,0,2.91038304567337e-11,2.91038304567337e-11,1,1
3,224,6456.66666666667,0.2,1,7513.66666666667,7513.66666666667,7513.66666666667,1,7513.66666666667,7513.66666666667,7513.66666666667,1,0,0,0,0,1,1
3,224,6456.66666666667,3,21,7513.66666666667,7513.66666666667,157787,21,7513.66666666667,7513.66666666667,157787,1,0,0,2.91038304567337e-11,2.91038304567337e-11,1,1
3,224,7748,0.2,1,7748,7748,7748,1,7748,7748,7748,1,0,0,0,0,1,1
3,224,7748,3,21,7748,7748,162708,21,7748,7748,162708,1,0,0,0,0,1,1
3,-224,-745,0.2,1,-745,-745,-745,1,-745,-745,-745,1,0,0,0,0,1,1
3,-224,-745,3,21,-745,-745,-15645,21,-745,-745,-15645,1,0,0,0,0,1,1
3,-224,670.5,0.2,1,-558.166666666667,-558.166666666667,-558.166666666667,1,-558.166666666667,-558.166666666667,-558.166666666667,1,0,0,0,0,1,1
3,-224,670.5,3,21,-558.166666666667,-558.166666666667,-11721.5,21,-558.166666666667,-558.166666666667,-11721.5,1,0,0,1.81898940354586e-12,1.81898940354586e-12,1,1
3,-224,2086,0.2,1,-558.166666666667,-558.166666666667,-558.166666666667,1,-558.166666666667,-558.166666666667,-558.166666666667,1,0,0,0,0,1,1
3,-224,2086,3,21,-558.166666666667,-558.166666666667,-11721.5,21,-558.166666666667,-558.166666666667,-11721.5,1,0,0,1.81898940354586e-12,1.81898940354586e-12,1,1
3,-224,3501.5,0.2,1,-558.166666666667,-558.166666666667,-558.166666666667,1,-558.166666666667,-558.166666666667,-558.166666666667,1,0,0,0,0,1,1
3,-224,3501.5,3,21,-558.166666666667,-558.166666666667,-11721.5,21,-558.166666666667,-558.166666666667,-11721.5,1,0,0,1.81898940354586e-12,1.81898940354586e-12,1,1
3,-224,4917,0.2,1,-558.166666666667,-558.166666666667,-558.166666666667,1,-558.166666666667,-558.166666666667,-558.166666666667,1,0,0,0,0,1,1
3,-224,4917,3,21,-558.166666666667,-558.166666666667,-11721.5,21,-558.166666666667,-558.166666666667,-11721.5,1,0,0,1.81898940354586e-12,1.81898940354586e-12,1,1
3,-224,6332.5,0.2,1,-558.166666666667,-558.166666666667,-558.166666666667,1,-558.166666666667,-558.166666666667,-558.166666666667,1,0,0,0,0,1,1
3,-224,6332.5,3,21,-532.333333333333,-558.166666666667,-11695.6666666667,21,-532.333333333333,-558.166666666667,-11695.6666666667,1,0,0,1.81898940354586e-12,1.81898940354586e-12,1,1
3,-224,7748,0.2,1,-558.166666666667,-558.166666666667,-558.166666666667,1,-558.166666666667,-558.166666666667,-558.166666666667,1,0,0,0,0,1,1
3,-224,7748,3,21,138.833333333333,-558.166666666667,-11024.5,21,138.833333333333,-558.166666666667,-11024.5,1,0,0,1.81898940354586e-12,1.81898940354586e-12,1,1
3,255,0,0.2,1,7509.66666666667,7509.66666666667,7509.66666666667,1,7509.66666666667,7509.66666666667,7509.66666666667,1,0,0,0,0,1,1
3,255,0,3,21,6797.83333333333,7538.66666666667,157672.5,21,6797.83333333333,7538.66666666667,157672.5,1,0,0,2.91038304567337e-11,2.91038304567337e-11,1,0
3,255,1299.16666666667,0.2,1,7580,7580,7580,1,7580,7580,7580,1,0,0,0,0,1,1
3,255,1299.16666666667,3,21,7373.83333333333,7538.66666666667,158211,21,7373.83333333333,7538.66666666667,158211,1,0,0,2.91038304567337e-11,2.91038304567337e-11,1,0
3,255,2598.33333333333,0.2,1,7602.5,7602.5,7602.5,1,7602.5,7602.5,7602.5,1,0,0,0,0,1,1
3,255,2598.33333333333,3,21,7502.16666666667,7538.66666666667,158339.333333333,21,7502.16666666667,7538.66666666667,158339.333333333,1,0,0,2.91038304567337e-11,2.91038304567337e-11,1,0
3,255,3897.5,0.2,1,7602.5,7602.5,7602.5,1,7602.5,7602.5,7602.5,1,0,0,0,0,1,1
3,255,3897.5,3,21,7571,7538.66666666667,158408.166666667,21,7571,7538.66666666667,158408.166666667,1,0,0,0,0,1,0
3,255,5196.66666666667,0.2,1,7602.5,7602.5,7602.5,1,7602.5,7602.5,7602.5,1,0,0,0,0,1,1
3,255,5196.66666666667,3,21,7599.5,7538.66666666667,158436.666666667,21,7599.5,7538.66666666667,158436.666666667,1,0,0,0,0,1,0
3,255,6495.83333333333,0.2,1,7602.5,7602.5,7602.5,1,7602.5,7602.5,7602.5,1,0,0,0,0,1,1
3,255,6495.83333333333,3,21,7602.5,7538.66666666667,158427.166666667,21,7602.5,7538.66666666667,158427.166666667,1,0,0,0,0,1,0
3,255,7795,0.2,1,7795,7795,7795,1,7795,7795,7795,1,0,0,0,0,1,1
3,255,7795,3,21,7795,7795,163695,21,7795,7795,163695,1,0,0,0,0,1,1
3,-255,-910,0.2,1,-910,-910,-910,1,-910,-910,-910,1,0,0,0,0,1,1
3,-255,-910,3,21,-910,-910,-19110,21,-910,-910,-19110,1,0,0,0,0,1,1
3,-255,540.833333333333,0.2,1,-681.333333333333,-681.333333333333,-681.333333333333,1,-681.333333333333,-681.333333333333,-681.333333333333,1,0,0,0,0,1,1
3,-255,540.833333333333,3,21,-681.333333333333,-681.333333333333,-14308,21,-681.333333333333,-681.333333333333,-14308,1,0,0,0,0,1,1
3,-255,1991.66666666667,0.2,1,-681.333333333333,-681.333333333333,-681.333333333333,1,-681.333333333333,-681.333333333333,-681.333333333333,1,0,0,0,0,1,1
3,-255,1991.66666666667,3,21,-681.333333333333,-681.333333333333,-14308,21,-681.333333333333,-681.333333333333,-14308,1,0,0,0,0,1,1
3,-255,3442.5,0.2,1,-681.333333333333,-681.333333333333,-681.333333333333,1,-681.333333333333,-681.333333333333,-681.333333333333,1,0,0,0,0,1,1
3,-255,3442.5,3,21,-681.333333333333,-681.333333333333,-14308,21,-681.333333333333,-681.333333333333,-14308,1,0,0,0,0,1,1
3,-255,4893.33333333333,0.2,1,-681.333333333333,-681.333333333333,-681.333333333333,1,-681.333333333333,-681.333333333333,-681.333333333333,1,0,0,0,0,1,1
3,-255,4893.33333333333,3,21,-681.333333333333,-681.333333333333,-14308,21,-681.333333333333,-681.333333333333,-14308,1,0,0,0,0,1,1
3,-255,6344.16666666667,0.2,1,-681.333333333333,-681.333333333333,-681.333333333333,1,-681.333333333333,-681.333333333333,-681.333333333333,1,0,0,0,0,1,1
3,-255,6344.16666666667,3,21,-679.666666666667,-681.333333333333,-14306.3333333333,21,-679.666666666667,-681.333333333333,-14306.3333333333,1,0,0,0,0,1,1
3,-255,7795,0.2,1,-681.333333333333,-681.333333333333,-681.333333333333,1,-681.333333333333,-681.333333333333,-681.333333333333,1,0,0,0,0,1,1
3,-255,7795,3,21,-246.666666666667,-681.333333333333,-13873.3333333333,21,-246.666666666667,-681.333333333333,-13873.3333333333,1,0,0,0,0,1,1
4,64,0,0.2,1,3117.33333333333,3117.33333333333,3117.33333333333,1,3117.33333333333,3117.33333333333,3117.33333333333,1,0,0,0,0,1,1
4,64,0,3,21,2359,6024.33333333333,118211.666666667,21,2359,6024.33333333333,118211.666666667,1,0,0,1.45519152283669e-11,1.45519152283669e-11,1,1
4,64,1008.33333333333,0.2,1,3758,3758,3758,1,3758,3758,3758,1,0,0,0,0,1,1
4,64,1008.33333333333,3,21,3237,6024.33333333333,120027.666666667,21,3237,6024.33333333333,120027.666666667,1,0,0,1.45519152283669e-11,1.45519152283669e-11,1,1
4,64,2016.66666666667,0.2,1,4100.33333333333,4100.33333333333,4100.33333333333,1,4100.33333333333,4100.33333333333,4100.33333333333,1,0,0,0,0,1,1
4,64,2016.66666666667,3,21,3735.33333333333,6024.33333333333,121392.333333333,21,3735.33333333333,6024.33333333333,121392.333333333,1,0,0,0,0,1,1
4,64,3025,0.2,1,4649.33333333333,4649.33333333333,4649.33333333333,1,4649.33333333333,4649.33333333333,4649.33333333333,1,0,0,0,0,1,1
4,64,3025,3,21,4175,6024.33333333333,122585.333333333,21,4175,6024.33333333333,122585.333333333,1,0,0,0,0,1,1
4,64,4033.33333333333,0.2,1,5306.66666666667,5306.66666666667,5306.66666666667,1,5306.66666666667,5306.66666666667,5306.66666666667,1,0,0,0,0,1,1
4,64,4033.33333333333,3,21,5056.33333333333,6024.33333333333,124327,21,5056.33333333333,6024.33333333333,124327,1,0,0,0,0,1,1
4,64,5041.66666666667,0.2,1,5723,5723,5723,1,5723,5723,5723,1,0,0,0,0,1,1
4,64,5041.66666666667,3,21,5711.33333333333,6024.33333333333,125294,21,5711.33333333333,6024.33333333333,125294,1,0,0,0,0,1,1
4,64,6050,0.2,1,6050,6050,6050,1,6050,6050,6050,1,0,0,0,0,1,1
4,64,6050,3,21,6050,6050,127050,21,6050,6050,127050,1,0,0,0,0,1,1
4,-64,-90,0.2,1,-90,-90,-90,1,-90,-90,-90,1,0,0,0,0,1,1
4,-64,-90,3,21,-90,-90,-1890,21,-90,-90,-1890,1,0,0,0,0,1,1
4,-64,933.333333333333,0.2,1,-65.6666666666667,-65.6666666666667,-65.6666666666667,1,-65.6666666666667,-65.6666666666667,-65.6666666666667,1,0,0,0,0,1,1
4,-64,933.333333333333,3,21,-65.6666666666667,-65.6666666666667,-1379,21,-65.6666666666667,-65.6666666666667,-1379,1,0,0,2.27373675443232e-13,2.27373675443232e-13,1,1
4,-64,1956.66666666667,0.2,1,-65.6666666666667,-65.6666666666667,-65.6666666666667,1,-65.6666666666667,-65.6666666666667,-65.6666666666667,1,0,0,0,0,1,1
4,-64,1956.66666666667,3,21,166.333333333333,-65.6666666666667,-1147,21,166.333333333333,-65.6666666666667,-1147,1,0,0,0,0,1,1
4,-64,2980,0.2,1,171.333333333333,171.333333333333,171.333333333333,1,171.333333333333,171.333333333333,171.333333333333,1,0,0,0,0,1,1
4,-64,2980,3,21,568.666666666667,-65.6666666666667,-744.666666666667,21,568.666666666667,-65.6666666666667,-744.666666666667,1,0,0,2.27373675443232e-13,2.27373675443232e-13,1,1
4,-64,4003.33333333333,0.2,1,602,602,602,1,602,602,602,1,0,0,0,0,1,1
4,-64,4003.33333333333,3,21,1506.66666666667,-65.6666666666667,291,21,1506.66666666667,-65.6666666666667,291,1,0,0,0,0,1,1
4,-64,5026.66666666667,0.2,1,1595.33333333333,1595.33333333333,1595.33333333333,1,1595.33333333333,1595.33333333333,1595.33333333333,1,0,0,0,0,1,1
4,-64,5026.66666666667,3,21,2596,-65.6666666666667,1712.33333333333,21,2596,-65.6666666666667,1712.33333333333,1,0,0,1.59161572810262e-12,1.59161572810262e-12,1,1
4,-64,6050,0.2,1,2976.33333333333,2976.33333333333,2976.33333333333,1,2976.33333333333,2976.33333333333,2976.33333333333,1,0,0,0,0,1,1
4,-64,6050,3,21,3936.66666666667,-65.6666666666667,4224.66666666667,21,3936.66666666667,-65.6666666666667,4224.66666666666,1,0,0,4.54747350886464e-12,4.54747350886464e-12,1,1
4,96,0,0.2,1,4761.5,4761.5,4761.5,1,4761.5,4761.5,4761.5,1,0,0,0,0,1,1
4,96,0,3,21,3754,6049.75,124749,21,3754,6049.75,124749,1,0,0,0,0,1,1
4,96,1015.83333333333,0.2,1,5677.75,5677.75,5677.75,1,5677.75,5677.75,5677.75,1,0,0,0,0,1,1
4,96,1015.83333333333,3,21,4537,6049.75,125532,21,4537,6049.75,125532,1,0,0,0,0,1,1
4,96,2031.66666666667,0.2,1,6049.75,6049.75,6049.75,1,6049.75,6049.75,6049.75,1,0,0,0,0,1,1
4,96,2031.66666666667,3,21,5259.5,6049.75,126254.5,21,5259.5,6049.75,126254.5,1,0,0,0,0,1,1
4,96,3047.5,0.2,1,6049.75,6049.75,6049.75,1,6049.75,6049.75,6049.75,1,0,0,0,0,1,1
4,96,3047.5,3,21,5841.25,6049.75,126836.25,21,5841.25,6049.75,126836.25,1,0,0,0,0,1,1
4,96,4063.33333333333,0.2,1,6049.75,6049.75,6049.75,1,6049.75,6049.75,6049.75,1,0,0,0,0,1,1
4,96,4063.33333333333,3,21,6049.75,6049.75,127044.75,21,6049.75,6049.75,127044.75,1,0,0,0,0,1,1
4,96,5079.16666666667,0.2,1,6049.75,6049.75,6049.75,1,6049.75,6049.75,6049.75,1,0,0,0,0,1,1
4,96,5079.16666666667,3,21,6049.75,6049.75,127044.75,21,6049.75,6049.75,127044.75,1,0,0,0,0,1,1
4,96,6095,0.2,1,6095,6095,6095,1,6095,6095,6095,1,0,0,0,0,1,1
4,96,6095,3,21,6095,6095,127995,21,6095,6095,127995,1,0,0,0,0,1,1
4,-96,-177,0.2,1,-177,-177,-177,1,-177,-177,-177,1,0,0,0,0,1,1
4,-96,-177,3,21,-177,-177,-3717,21,-177,-177,-3717,1,0,0,0,0,1,1
4,-96,868.333333333333,0.2,1,-131.5,-131.5,-131.5,1,-131.5,-131.5,-131.5,1,0,0,0,0,1,1
4,-96,868.333333333333,3,21,-131.5,-131.5,-2761.5,21,-131.5,-131.5,-2761.5,1,0,0,0,0,1,1
4,-96,1913.66666666667,0.2,1,-131.5,-131.5,-131.5,1,-131.5,-131.5,-131.5,1,0,0,0,0,1,1
4,-96,1913.66666666667,3,21,-131.5,-131.5,-2761.5,21,-131.5,-131.5,-2761.5,1,0,0,0,0,1,1
4,-96,2959,0.2,1,-131.5,-131.5,-131.5,1,-131.5,-131.5,-131.5,1,0,0,0,0,1,1
4,-96,2959,3,21,-131.5,-131.5,-2761.5,21,-131.5,-131.5,-2761.5,1,0,0,0,0,1,1
