case_id,grid,motor,pwm,q_initial,duration,sample_index,time_s,position
144,globalPerMotor,1,160,14638.1,0.2,1,0.2,17116.6
145,globalPerMotor,1,160,15550.4,0.2,0,0,15550.4
145,globalPerMotor,1,160,15550.4,0.2,1,0.2,17116.6
146,globalPerMotor,1,160,16462.7,0.2,0,0,16462.7
146,globalPerMotor,1,160,16462.7,0.2,1,0.2,17116.6
147,globalPerMotor,1,160,17375,0.2,0,0,17375
147,globalPerMotor,1,160,17375,0.2,1,0.2,17375
169,globalPerMotor,1,192,-871,0.2,0,0,-871
169,globalPerMotor,1,192,-871,0.2,1,0.2,9863.66666666667
170,globalPerMotor,1,192,41.3,0.2,0,0,41.3
170,globalPerMotor,1,192,41.3,0.2,1,0.2,10093
171,globalPerMotor,1,192,953.6,0.2,0,0,953.6
171,globalPerMotor,1,192,953.6,0.2,1,0.2,11088.3333333333
172,globalPerMotor,1,192,1865.9,0.2,0,0,1865.9
172,globalPerMotor,1,192,1865.9,0.2,1,0.2,11981
173,globalPerMotor,1,192,2778.2,0.2,0,0,2778.2
173,globalPerMotor,1,192,2778.2,0.2,1,0.2,12825.6666666667
174,globalPerMotor,1,192,3690.5,0.2,0,0,3690.5
174,globalPerMotor,1,192,3690.5,0.2,1,0.2,13703
175,globalPerMotor,1,192,4602.8,0.2,0,0,4602.8
175,globalPerMotor,1,192,4602.8,0.2,1,0.2,14525.6666666667
176,globalPerMotor,1,192,5515.1,0.2,0,0,5515.1
176,globalPerMotor,1,192,5515.1,0.2,1,0.2,15386.3333333333
177,globalPerMotor,1,192,6427.4,0.2,0,0,6427.4
177,globalPerMotor,1,192,6427.4,0.2,1,0.2,16175.6666666667
178,globalPerMotor,1,192,7339.7,0.2,0,0,7339.7
178,globalPerMotor,1,192,7339.7,0.2,1,0.2,16785.3333333333
179,globalPerMotor,1,192,8252,0.2,0,0,8252
179,globalPerMotor,1,192,8252,0.2,1,0.2,17057.6666666667
180,globalPerMotor,1,192,9164.3,0.2,0,0,9164.3
180,globalPerMotor,1,192,9164.3,0.2,1,0.2,17209
181,globalPerMotor,1,192,10076.6,0.2,0,0,10076.6
181,globalPerMotor,1,192,10076.6,0.2,1,0.2,17209
182,globalPerMotor,1,192,10988.9,0.2,0,0,10988.9
182,globalPerMotor,1,192,10988.9,0.2,1,0.2,17209
183,globalPerMotor,1,192,11901.2,0.2,0,0,11901.2
183,globalPerMotor,1,192,11901.2,0.2,1,0.2,17209
184,globalPerMotor,1,192,12813.5,0.2,0,0,12813.5
184,globalPerMotor,1,192,12813.5,0.2,1,0.2,17209
185,globalPerMotor,1,192,13725.8,0.2,0,0,13725.8
185,globalPerMotor,1,192,13725.8,0.2,1,0.2,17209
186,globalPerMotor,1,192,14638.1,0.2,0,0,14638.1
186,globalPerMotor,1,192,14638.1,0.2,1,0.2,17209
187,globalPerMotor,1,192,15550.4,0.2,0,0,15550.4
187,globalPerMotor,1,192,15550.4,0.2,1,0.2,17209
188,globalPerMotor,1,192,16462.7,0.2,0,0,16462.7
188,globalPerMotor,1,192,16462.7,0.2,1,0.2,17209
189,globalPerMotor,1,192,17375,0.2,0,0,17375
189,globalPerMotor,1,192,17375,0.2,1,0.2,17375
211,globalPerMotor,1,224,-871,0.2,0,0,-871
211,globalPerMotor,1,224,-871,0.2,1,0.2,10436.8333333333
212,globalPerMotor,1,224,41.3,0.2,0,0,41.3
212,globalPerMotor,1,224,41.3,0.2,1,0.2,10701
213,globalPerMotor,1,224,953.6,0.2,0,0,953.6
213,globalPerMotor,1,224,953.6,0.2,1,0.2,11705.5
214,globalPerMotor,1,224,1865.9,0.2,0,0,1865.9
214,globalPerMotor,1,224,1865.9,0.2,1,0.2,12546.1666666667
215,globalPerMotor,1,224,2778.2,0.2,0,0,2778.2
215,globalPerMotor,1,224,2778.2,0.2,1,0.2,13434.8333333333
216,globalPerMotor,1,224,3690.5,0.2,0,0,3690.5
216,globalPerMotor,1,224,3690.5,0.2,1,0.2,14309.6666666667
217,globalPerMotor,1,224,4602.8,0.2,0,0,4602.8
217,globalPerMotor,1,224,4602.8,0.2,1,0.2,15111.8333333333
218,globalPerMotor,1,224,5515.1,0.2,0,0,5515.1
218,globalPerMotor,1,224,5515.1,0.2,1,0.2,15947.6666666667
219,globalPerMotor,1,224,6427.4,0.2,0,0,6427.4
219,globalPerMotor,1,224,6427.4,0.2,1,0.2,16750.1666666667
220,globalPerMotor,1,224,7339.7,0.2,0,0,7339.7
220,globalPerMotor,1,224,7339.7,0.2,1,0.2,17033.5
221,globalPerMotor,1,224,8252,0.2,0,0,8252
221,globalPerMotor,1,224,8252,0.2,1,0.2,17162.5
222,globalPerMotor,1,224,9164.3,0.2,0,0,9164.3
222,globalPerMotor,1,224,9164.3,0.2,1,0.2,17213.8333333333
223,globalPerMotor,1,224,10076.6,0.2,0,0,10076.6
223,globalPerMotor,1,224,10076.6,0.2,1,0.2,17213.8333333333
224,globalPerMotor,1,224,10988.9,0.2,0,0,10988.9
224,globalPerMotor,1,224,10988.9,0.2,1,0.2,17213.8333333333
225,globalPerMotor,1,224,11901.2,0.2,0,0,11901.2
225,globalPerMotor,1,224,11901.2,0.2,1,0.2,17213.8333333333
226,globalPerMotor,1,224,12813.5,0.2,0,0,12813.5
226,globalPerMotor,1,224,12813.5,0.2,1,0.2,17213.8333333333
227,globalPerMotor,1,224,13725.8,0.2,0,0,13725.8
227,globalPerMotor,1,224,13725.8,0.2,1,0.2,17213.8333333333
228,globalPerMotor,1,224,14638.1,0.2,0,0,14638.1
228,globalPerMotor,1,224,14638.1,0.2,1,0.2,17213.8333333333
229,globalPerMotor,1,224,15550.4,0.2,0,0,15550.4
229,globalPerMotor,1,224,15550.4,0.2,1,0.2,17213.8333333333
230,globalPerMotor,1,224,16462.7,0.2,0,0,16462.7
230,globalPerMotor,1,224,16462.7,0.2,1,0.2,17213.8333333333
231,globalPerMotor,1,224,17375,0.2,0,0,17375
231,globalPerMotor,1,224,17375,0.2,1,0.2,17375
253,globalPerMotor,1,255,-871,0.2,0,0,-871
253,globalPerMotor,1,255,-871,0.2,1,0.2,11176.6666666667
254,globalPerMotor,1,255,41.3,0.2,0,0,41.3
254,globalPerMotor,1,255,41.3,0.2,1,0.2,11394.3333333333
255,globalPerMotor,1,255,953.6,0.2,0,0,953.6
255,globalPerMotor,1,255,953.6,0.2,1,0.2,12408.6666666667
256,globalPerMotor,1,255,1865.9,0.2,0,0,1865.9
256,globalPerMotor,1,255,1865.9,0.2,1,0.2,13304
257,globalPerMotor,1,255,2778.2,0.2,0,0,2778.2
257,globalPerMotor,1,255,2778.2,0.2,1,0.2,14172
258,globalPerMotor,1,255,3690.5,0.2,0,0,3690.5
258,globalPerMotor,1,255,3690.5,0.2,1,0.2,14987
259,globalPerMotor,1,255,4602.8,0.2,0,0,4602.8
259,globalPerMotor,1,255,4602.8,0.2,1,0.2,15841
260,globalPerMotor,1,255,5515.1,0.2,0,0,5515.1
260,globalPerMotor,1,255,5515.1,0.2,1,0.2,16626.5
261,globalPerMotor,1,255,6427.4,0.2,0,0,6427.4
261,globalPerMotor,1,255,6427.4,0.2,1,0.2,17064.3333333333
262,globalPerMotor,1,255,7339.7,0.2,0,0,7339.7
262,globalPerMotor,1,255,7339.7,0.2,1,0.2,17209.5
263,globalPerMotor,1,255,8252,0.2,0,0,8252
263,globalPerMotor,1,255,8252,0.2,1,0.2,17246.5
264,globalPerMotor,1,255,9164.3,0.2,0,0,9164.3
264,globalPerMotor,1,255,9164.3,0.2,1,0.2,17246.5
265,globalPerMotor,1,255,10076.6,0.2,0,0,10076.6
265,globalPerMotor,1,255,10076.6,0.2,1,0.2,17246.5
266,globalPerMotor,1,255,10988.9,0.2,0,0,10988.9
266,globalPerMotor,1,255,10988.9,0.2,1,0.2,17246.5
267,globalPerMotor,1,255,11901.2,0.2,0,0,11901.2
267,globalPerMotor,1,255,11901.2,0.2,1,0.2,17246.5
268,globalPerMotor,1,255,12813.5,0.2,0,0,12813.5
268,globalPerMotor,1,255,12813.5,0.2,1,0.2,17246.5
269,globalPerMotor,1,255,13725.8,0.2,0,0,13725.8
269,globalPerMotor,1,255,13725.8,0.2,1,0.2,17246.5
270,globalPerMotor,1,255,14638.1,0.2,0,0,14638.1
270,globalPerMotor,1,255,14638.1,0.2,1,0.2,17246.5
271,globalPerMotor,1,255,15550.4,0.2,0,0,15550.4
271,globalPerMotor,1,255,15550.4,0.2,1,0.2,17246.5
272,globalPerMotor,1,255,16462.7,0.2,0,0,16462.7
272,globalPerMotor,1,255,16462.7,0.2,1,0.2,17246.5
273,globalPerMotor,1,255,17375,0.2,0,0,17375
273,globalPerMotor,1,255,17375,0.2,1,0.2,17375
295,globalPerMotor,1,-64,-871,0.2,0,0,-871
295,globalPerMotor,1,-64,-871,0.2,1,0.2,-871
296,globalPerMotor,1,-64,41.3,0.2,0,0,41.3
296,globalPerMotor,1,-64,41.3,0.2,1,0.2,-145.333333333333
297,globalPerMotor,1,-64,953.6,0.2,0,0,953.6
297,globalPerMotor,1,-64,953.6,0.2,1,0.2,-145.333333333333
298,globalPerMotor,1,-64,1865.9,0.2,0,0,1865.9
298,globalPerMotor,1,-64,1865.9,0.2,1,0.2,-128.666666666667
299,globalPerMotor,1,-64,2778.2,0.2,0,0,2778.2
299,globalPerMotor,1,-64,2778.2,0.2,1,0.2,248
300,globalPerMotor,1,-64,3690.5,0.2,0,0,3690.5
300,globalPerMotor,1,-64,3690.5,0.2,1,0.2,557.333333333333
301,globalPerMotor,1,-64,4602.8,0.2,0,0,4602.8
301,globalPerMotor,1,-64,4602.8,0.2,1,0.2,862.333333333333
302,globalPerMotor,1,-64,5515.1,0.2,0,0,5515.1
302,globalPerMotor,1,-64,5515.1,0.2,1,0.2,1211
303,globalPerMotor,1,-64,6427.4,0.2,0,0,6427.4
303,globalPerMotor,1,-64,6427.4,0.2,1,0.2,1859.33333333333
304,globalPerMotor,1,-64,7339.7,0.2,0,0,7339.7
304,globalPerMotor,1,-64,7339.7,0.2,1,0.2,2522.33333333333
305,globalPerMotor,1,-64,8252,0.2,0,0,8252
305,globalPerMotor,1,-64,8252,0.2,1,0.2,3465.33333333333
306,globalPerMotor,1,-64,9164.3,0.2,0,0,9164.3
306,globalPerMotor,1,-64,9164.3,0.2,1,0.2,4428.66666666667
307,globalPerMotor,1,-64,10076.6,0.2,0,0,10076.6
307,globalPerMotor,1,-64,10076.6,0.2,1,0.2,5366
308,globalPerMotor,1,-64,10988.9,0.2,0,0,10988.9
308,globalPerMotor,1,-64,10988.9,0.2,1,0.2,6353.33333333333
309,globalPerMotor,1,-64,11901.2,0.2,0,0,11901.2
309,globalPerMotor,1,-64,11901.2,0.2,1,0.2,7303.66666666667
310,globalPerMotor,1,-64,12813.5,0.2,0,0,12813.5
310,globalPerMotor,1,-64,12813.5,0.2,1,0.2,8259
311,globalPerMotor,1,-64,13725.8,0.2,0,0,13725.8
311,globalPerMotor,1,-64,13725.8,0.2,1,0.2,9228
312,globalPerMotor,1,-64,14638.1,0.2,0,0,14638.1
312,globalPerMotor,1,-64,14638.1,0.2,1,0.2,10362
313,globalPerMotor,1,-64,15550.4,0.2,0,0,15550.4
313,globalPerMotor,1,-64,15550.4,0.2,1,0.2,10362
314,globalPerMotor,1,-64,16462.7,0.2,0,0,16462.7
314,globalPerMotor,1,-64,16462.7,0.2,1,0.2,10362
315,globalPerMotor,1,-64,17375,0.2,0,0,17375
315,globalPerMotor,1,-64,17375,0.2,1,0.2,10362
337,globalPerMotor,1,-96,-871,0.2,0,0,-871
337,globalPerMotor,1,-96,-871,0.2,1,0.2,-871
338,globalPerMotor,1,-96,41.3,0.2,0,0,41.3
338,globalPerMotor,1,-96,41.3,0.2,1,0.2,-320
339,globalPerMotor,1,-96,953.6,0.2,0,0,953.6
339,globalPerMotor,1,-96,953.6,0.2,1,0.2,-320
340,globalPerMotor,1,-96,1865.9,0.2,0,0,1865.9
340,globalPerMotor,1,-96,1865.9,0.2,1,0.2,-320
341,globalPerMotor,1,-96,2778.2,0.2,0,0,2778.2
341,globalPerMotor,1,-96,2778.2,0.2,1,0.2,-320
