case_id,grid,motor,direction,pwm,initial_index,q_initial,duration,n_points,first,q_final,trajectory_sum,displacement,abs_stroke_fraction,monotonic,n_reverse_steps,minimum_directed_step,out_of_curve_domain,held_initial
369,perCombination,1,opening,-96,12,9209.7,3,21,3610,-320,-2790,-9529.7,0.52228981694618,1,0,-0,0,0
370,perCombination,1,opening,-96,13,10080.4,3,21,4522.5,-320,-1826.25,-10400.4,0.570009865175929,1,0,-0,0,0
371,perCombination,1,opening,-96,14,10951.1,3,21,5434.5,-320,-618.5,-11271.1,0.617729913405678,1,0,-0,0,0
372,perCombination,1,opening,-96,15,11821.8,3,21,6383.25,-320,1007.5,-12141.8,0.665449961635427,1,0,-0,0,0
373,perCombination,1,opening,-96,16,12692.5,3,21,7327,-320,2903.75,-13012.5,0.713170009865176,1,0,-0,0,0
374,perCombination,1,opening,-96,17,13563.2,3,21,8328,-320,4863.75,-13883.2,0.760890058094925,1,0,-0,0,0
375,perCombination,1,opening,-96,18,14433.9,3,21,9161,-320,6651.25,-14753.9,0.808610106324674,1,0,-0,0,0
376,perCombination,1,opening,-96,19,15304.6,3,21,10064,-320,8557.75,-15624.6,0.856330154554423,1,0,-0,0,0
377,perCombination,1,opening,-96,20,16175.3,3,21,11035.25,-320,10917.75,-16495.3,0.904050202784172,1,0,-0,0,0
378,perCombination,1,opening,-96,21,17046,3,21,11921,-320,13492,-17366,0.951770251013921,1,0,-0,0,0
400,perCombination,1,opening,-128,1,-557,3,21,-557,-557,-11697,0,0,1,0,-0,1,1
401,perCombination,1,opening,-128,2,329.45,3,21,-493,-493,-10353,-822.45,0.0450756330154554,1,0,-0,0,0
402,perCombination,1,opening,-128,3,1215.9,3,21,-493,-493,-10353,-1708.9,0.0936588841389894,1,0,-0,0,0
403,perCombination,1,opening,-128,4,2102.35,3,21,-493,-493,-10353,-2595.35,0.142242135262523,1,0,-0,0,0
404,perCombination,1,opening,-128,5,2988.8,3,21,-493,-493,-10353,-3481.8,0.190825386386057,1,0,-0,0,0
405,perCombination,1,opening,-128,6,3875.25,3,21,-493,-493,-10353,-4368.25,0.239408637509591,1,0,-0,0,0
406,perCombination,1,opening,-128,7,4761.7,3,21,-479.166666666667,-493,-10339.1666666667,-5254.7,0.287991888633125,1,0,-0,0,0
407,perCombination,1,opening,-128,8,5648.15,3,21,-350.333333333333,-493,-10210.3333333333,-6141.15,0.336575139756659,1,0,-0,0,0
408,perCombination,1,opening,-128,9,6534.6,3,21,-52.3333333333333,-493,-9912.33333333333,-7027.6,0.385158390880193,1,0,-0,0,0
409,perCombination,1,opening,-128,10,7421.05,3,21,487.166666666667,-493,-9372.83333333333,-7914.05,0.433741642003727,1,0,-0,0,0
410,perCombination,1,opening,-128,11,8307.5,3,21,1355.33333333333,-493,-8504.66666666667,-8800.5,0.482324893127261,1,0,-0,0,0
411,perCombination,1,opening,-128,12,9193.95,3,21,2238.5,-493,-7621.5,-9686.95,0.530908144250795,1,0,-0,0,0
412,perCombination,1,opening,-128,13,10080.4,3,21,3219.33333333333,-493,-6640.66666666667,-10573.4,0.579491395374329,1,0,-0,0,0
413,perCombination,1,opening,-128,14,10966.85,3,21,4147.83333333333,-493,-5712.16666666667,-11459.85,0.628074646497863,1,0,-0,0,0
414,perCombination,1,opening,-128,15,11853.3,3,21,5073,-493,-4743,-12346.3,0.676657897621396,1,0,-0,0,0
415,perCombination,1,opening,-128,16,12739.75,3,21,6044.83333333333,-493,-3550.66666666667,-13232.75,0.72524114874493,1,0,-0,0,0
416,perCombination,1,opening,-128,17,13626.2,3,21,6963.5,-493,-2230.83333333333,-14119.2,0.773824399868464,1,0,-0,0,0
417,perCombination,1,opening,-128,18,14512.65,3,21,7926.83333333333,-493,-470.166666666668,-15005.65,0.822407650991998,1,0,-0,0,0
418,perCombination,1,opening,-128,19,15399.1,3,21,8869.83333333333,-493,1447,-15892.1,0.870990902115532,1,0,-0,0,0
419,perCombination,1,opening,-128,20,16285.55,3,21,9797.33333333333,-493,3355.83333333333,-16778.55,0.919574153239066,1,0,-0,0,0
420,perCombination,1,opening,-128,21,17172,3,21,11086,-493,6013.16666666667,-17665,0.9681574043626,1,0,-0,0,0
442,perCombination,1,opening,-160,1,-688,3,21,-688,-688,-14448,0,0,1,0,-0,1,1
443,perCombination,1,opening,-160,2,206.4,3,21,-595.8,-595.8,-12511.8,-802.2,0.0439658007234462,1,0,-0,0,0
444,perCombination,1,opening,-160,3,1100.8,3,21,-595.8,-595.8,-12511.8,-1696.6,0.092984763783843,1,0,-0,0,0
